"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"COTO","BC (all sites)",420,0.2629,0.3495,0.01492,0.00306,0.0255,0.0867,-0.0486,0.2,0.9096
"COTO","BC (surveyed sites)",420,0.2585,0.3314,0.01599,0.00616,0.0243,0.073,-0.041,0.1599,0.9107
"COTO","BC (region-weighted)",420,0.2742,0.3804,0.01685,0.00488,0.02816,0.1062,-0.0274,0.2219,0.9538
"COTO","Kootenay Region",153,0.577,0.5687,0.01269,-0.01239,0.03761,-0.0083,-0.2564,0.2564,0.4442
"COTO","Northern Region",0,0.0875,0.0067,-0.00596,-0.02181,0.00167,-0.0808,-0.3,0.0167,0.0411
"COTO","Okanagan Region",110,0.1013,0.4034,0.02966,0.01162,0.04596,0.3021,0.0909,0.4545,0.9933
"COTO","South Coastal Region",157,0.3308,0.5427,0.031,0.00707,0.05283,0.2119,-0.0566,0.434,0.9391
