"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"LANO","BC (all sites)",2661,0.8064,0.8735,0.00929,0.00279,0.01676,0.0671,0,0.1459,0.9647
"LANO","BC (surveyed sites)",2661,0.8055,0.874,0.01077,0.00845,0.0128,0.0685,0.0485,0.0882,1
"LANO","BC (region-weighted)",2661,0.8104,0.8842,0.00959,0.00347,0.01669,0.0738,0.0064,0.1552,0.9864
"LANO","Kootenay Region",534,0.7461,0.8814,0.01458,0.00171,0.02991,0.1353,0,0.3077,0.9638
"LANO","Northern Region",614,0.7855,0.7644,0.00246,-0.01083,0.01889,-0.0211,-0.15,0.15,0.3287
"LANO","Okanagan Region",636,0.8836,0.9429,0.00644,-0.00303,0.0202,0.0593,-0.0606,0.2424,0.6811
"LANO","South Coastal Region",877,0.8265,0.9481,0.0149,0.00535,0.0261,0.1217,0.0189,0.2642,0.9818
