"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"LABO","212266_NW",212266,"NW","Okanagan Region",50.777508,-120.5598176,8,1,TRUE,0.304,0.3903,0.2315,0.5793
"LABO","212266_SE",212266,"SE","Okanagan Region",50.714878,-120.492405,8,3,TRUE,0.531,0.35,0.2249,0.4907
"LABO","212266_SW",212266,"SW","Okanagan Region",50.732357,-120.521811,8,2,TRUE,0.4988,0.3631,0.2366,0.5027
"LABO","212906_NW",212906,"NW","South Coastal Region",49.36971,-124.79984,7,0,FALSE,0.0341,0.0633,0.0243,0.1268
"LABO","212906_SE",212906,"SE","South Coastal Region",49.35175,-124.74136,7,0,FALSE,0.0272,0.0655,0.0217,0.134
"LABO","212906_SW",212906,"SW","South Coastal Region",49.33595,-124.7423,6,0,FALSE,0.0264,0.0562,0.0202,0.1106
"LABO","216746_NW",216746,"NW","South Coastal Region",49.10675,-125.78544,5,0,FALSE,0.076,0.1299,0.0473,0.2546
"LABO","216746_SE",216746,"SE","South Coastal Region",49.07768,-125.74644,8,0,FALSE,0.0895,0.1248,0.0527,0.2263
"LABO","218282_SE",218282,"SE","Kootenay Region",50.13833,-117.55672,5,0,FALSE,0.1149,0.2818,0.1466,0.4577
"LABO","218282_SW",218282,"SW","Kootenay Region",50.15094,-117.6221,6,1,TRUE,0.415,0.4527,0.3208,0.5969
"LABO","219626_SW",219626,"SW","South Coastal Region",48.92819,-125.25,2,0,FALSE,0.0943,0.1449,0.0598,0.2574
"LABO","226090_NE",226090,"NE","Okanagan Region",50.10929,-120.45236,6,0,FALSE,0.2587,0.5087,0.3283,0.6933
"LABO","226090_NW",226090,"NW","Okanagan Region",50.0999,-120.50647,7,1,TRUE,0.2757,0.4511,0.3054,0.6282
"LABO","226090_SE",226090,"SE","Okanagan Region",50.07156,-120.42266,6,2,TRUE,0.9594,0.4905,0.2986,0.708
"LABO","230186_NE",230186,"NE","Okanagan Region",49.01457,-121.07198,5,1,TRUE,0.2477,0.3673,0.2264,0.5264
"LABO","230186_SE",230186,"SE","Okanagan Region",48.97511,-121.08329,6,3,TRUE,0.6321,0.3734,0.1872,0.5953
"LABO","241002_NE",241002,"NE","Kootenay Region",51.03817,-118.1357,9,1,TRUE,0.3699,0.4443,0.2188,0.6681
"LABO","241002_NW",241002,"NW","Kootenay Region",51.01597,-118.20292,9,0,FALSE,0.0512,0.2908,0.1632,0.4503
"LABO","243562_NE",243562,"NE","Kootenay Region",49.69966,-115.98498,7,1,TRUE,0.338,0.297,0.1455,0.4746
"LABO","243562_SE",243562,"SE","Kootenay Region",49.65068,-115.94692,6,1,TRUE,0.3739,0.4371,0.3044,0.5745
"LABO","252394_NW",252394,"NW","South Coastal Region",48.79865,-125.16568,2,0,FALSE,0.0934,0.1486,0.0738,0.2426
"LABO","26170_NE",26170,"NE","Northern Region",53.62052,-132.20883,4,0,FALSE,0.1233,0.268,0.1618,0.417
"LABO","26170_NW",26170,"NW","Northern Region",53.60452,-132.28837,3,0,FALSE,0.1339,0.3096,0.1911,0.4803
"LABO","26170_SE",26170,"SE","Northern Region",53.58901,-132.17695,4,1,TRUE,0.3979,0.276,0.1686,0.4209
"LABO","26170_SW",26170,"SW","Northern Region",53.56895,-132.23042,4,0,FALSE,0.0538,0.1505,0.0711,0.2609
"LABO","265749_NE",265749,"NE","Okanagan Region",49.15892,-119.03758,6,0,FALSE,0.0621,0.2623,0.1151,0.4579
"LABO","265749_NW",265749,"NW","Okanagan Region",49.16674,-119.10324,8,0,FALSE,0.1008,0.5287,0.3493,0.7379
"LABO","265749_SE",265749,"SE","Okanagan Region",49.11153,-118.97698,8,0,FALSE,0.0509,0.285,0.1768,0.4158
"LABO","265749_SW",265749,"SW","Okanagan Region",49.11337,-119.05299,8,0,FALSE,0.0494,0.2959,0.1373,0.4993
"LABO","268521_NE",268521,"NE","Kootenay Region",49.49916,-115.03962,6,2,TRUE,0.9012,0.4127,0.2626,0.586
"LABO","268521_NW",268521,"NW","Kootenay Region",49.48855,-115.09812,6,1,TRUE,0.3896,0.3721,0.2484,0.5046
"LABO","268521_SE",268521,"SE","Kootenay Region",49.44083,-115.05634,7,2,TRUE,0.6633,0.5221,0.3064,0.7954
"LABO","269777_NW",269777,"NW","Northern Region",57.04083,-122.86281,4,0,FALSE,0.0514,0.6803,0.3287,0.9347
"LABO","269777_SW",269777,"SW","Northern Region",57.01497,-122.80521,4,0,FALSE,0.0335,0.606,0.38,0.8175
"LABO","271731_SW",271731,"SW","Kootenay Region",51.24146,-117.64962,9,0,FALSE,0.0819,0.4207,0.2827,0.5613
"LABO","273050_SE",273050,"SE","South Coastal Region",49.00511,-125.65145,3,1,TRUE,0.3436,0.1354,0.0635,0.2308
"LABO","283586_NE",283586,"NE","Northern Region",54.3558,-128.5366,6,0,FALSE,0.038,0.1938,0.0937,0.3293
"LABO","283586_NW",283586,"NW","Northern Region",54.3321,-128.6266,8,4,TRUE,0.6212,0.2199,0.1231,0.368
"LABO","283586_SE",283586,"SE","Northern Region",54.31162,-128.54374,8,3,TRUE,0.4749,0.471,0.2598,0.7384
"LABO","283586_SW",283586,"SW","Northern Region",54.2946,-128.581,8,1,TRUE,0.1726,0.1821,0.0899,0.3113
"LABO","294832_NE",294832,"NE","Northern Region",56.3348,-120.97877,8,5,TRUE,0.9897,0.7192,0.4887,0.9227
"LABO","294832_NW",294832,"NW","Northern Region",56.33264,-121.00747,8,5,TRUE,0.9836,0.6859,0.4749,0.8863
"LABO","294832_SE",294832,"SE","Northern Region",56.30206,-120.94608,6,4,TRUE,0.9812,0.587,0.3878,0.7904
"LABO","294832_SW",294832,"SW","Northern Region",56.30496,-121.00198,7,2,TRUE,0.6436,0.5803,0.3476,0.8019
"LABO","317428_NE",317428,"NE","South Coastal Region",49.06292,-120.79944,8,0,FALSE,0.0079,0.2088,0.0757,0.4001
"LABO","317428_NW",317428,"NW","South Coastal Region",49.06417,-120.90943,8,0,FALSE,0.0088,0.1568,0.0297,0.3829
"LABO","317428_SE",317428,"SE","South Coastal Region",49.06053,-120.77309,7,0,FALSE,0.0209,0.1797,0.0629,0.3527
"LABO","317428_SW",317428,"SW","South Coastal Region",49.04617,-120.85085,6,2,TRUE,0.6677,0.3625,0.1346,0.6239
"LABO","326072_NE",326072,"NE","South Coastal Region",49.09743,-122.51957,7,0,FALSE,0.0337,0.1034,0.0528,0.171
"LABO","326072_NW",326072,"NW","South Coastal Region",49.05235,-122.58989,9,2,TRUE,0.2701,0.1177,0.0616,0.1947
"LABO","326072_SE",326072,"SE","South Coastal Region",49.0144,-122.52755,6,0,FALSE,0.0273,0.1149,0.0607,0.1894
"LABO","326072_SW",326072,"SW","South Coastal Region",49.01082,-122.58104,9,1,TRUE,0.1605,0.1182,0.0565,0.2052
"LABO","37274_NE",37274,"NE","Northern Region",53.08874,-119.20318,6,0,FALSE,0.2519,0.7656,0.5535,0.9412
