"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"LABO","BC (all sites)",357,0.2615,0.5223,0.04698,0.03171,0.06225,0.2608,0.1243,0.3892,0.9998
"LABO","BC (surveyed sites)",357,0.2184,0.5467,0.05357,0.04211,0.0659,0.3283,0.238,0.402,1
"LABO","BC (region-weighted)",357,0.2308,0.5467,0.0533,0.03866,0.0678,0.3158,0.1859,0.4274,1
"LABO","Kootenay Region",86,0.0774,0.7485,0.0901,0.06516,0.11239,0.6711,0.4872,0.7949,1
"LABO","Northern Region",179,0.6024,0.6349,0.02313,-0.00917,0.05626,0.0325,-0.2667,0.3333,0.5524
"LABO","Okanagan Region",71,0.1843,0.6611,0.07542,0.05101,0.09747,0.4768,0.2424,0.6667,0.9993
"LABO","South Coastal Region",21,0.0593,0.1421,0.02456,0.00943,0.04025,0.0828,-0.0943,0.2264,0.8509
