"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"MYYU","BC (all sites)",1242,0.4145,0.5148,0.01424,0.00658,0.02171,0.1004,0.0108,0.1838,0.9858
"MYYU","BC (surveyed sites)",1242,0.4012,0.5058,0.01137,0.00684,0.01486,0.1047,0.0526,0.1423,0.9991
"MYYU","BC (region-weighted)",1242,0.4448,0.5291,0.01292,0.00499,0.02069,0.0843,-0.0091,0.1752,0.962
"MYYU","Kootenay Region",242,0.4899,0.5023,0.0136,-0.0047,0.0312,0.0124,-0.1795,0.2051,0.5062
"MYYU","Northern Region",153,0.154,0.2264,0.00674,-0.005,0.01778,0.0724,-0.0333,0.1833,0.8869
"MYYU","Okanagan Region",240,0.5922,0.5737,-0.00196,-0.01818,0.01364,-0.0185,-0.2424,0.1818,0.3933
"MYYU","South Coastal Region",607,0.5432,0.8139,0.03328,0.01824,0.04811,0.2708,0.0943,0.4528,0.9989
