"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"MYSE","BC (all sites)",223,0.1762,0.3177,0.01586,0.00604,0.02514,0.1415,0.0324,0.2378,0.9942
"MYSE","BC (surveyed sites)",223,0.1776,0.3405,0.01709,0.00976,0.02465,0.1629,0.0797,0.2465,1
"MYSE","BC (region-weighted)",223,0.1517,0.308,0.01665,0.00765,0.02507,0.1563,0.0589,0.2451,0.9987
"MYSE","Kootenay Region",47,0.1243,0.5886,0.04167,0.02393,0.05897,0.4643,0.2821,0.6154,1
"MYSE","Northern Region",173,0.4142,0.5299,0.01855,-0.00556,0.04222,0.1157,-0.15,0.35,0.8031
"MYSE","Okanagan Region",3,0.0356,0.0989,0.00713,-0.00455,0.01616,0.0633,-0.0909,0.1515,0.8398
"MYSE","South Coastal Region",0,0.0325,0.0144,-0.00075,-0.00881,0.00535,-0.0181,-0.1321,0.0566,0.2293
