"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"MYCA","42026_NE",42026,"NE","Northern Region",55.85527,-121.65345,3,0,FALSE,7e-04,0.2351,0.1567,0.3261
"MYCA","42026_NW",42026,"NW","Northern Region",55.83616,-121.71691,3,0,FALSE,0.0025,0.2208,0.147,0.3057
"MYCA","42026_SE",42026,"SE","Northern Region",55.81797,-121.66405,3,0,FALSE,0.001,0.2811,0.1886,0.3828
"MYCA","42026_SW",42026,"SW","Northern Region",55.81131,-121.70131,3,0,FALSE,7e-04,0.265,0.177,0.365
"MYCA","47210_NW",47210,"NW","Okanagan Region",49.84159,-119.9783,3,3,TRUE,1,0.6691,0.4569,0.8259
"MYCA","47210_SE",47210,"SE","Okanagan Region",49.79638,-119.86985,3,3,TRUE,1,0.7458,0.5962,0.8569
"MYCA","47210_SW",47210,"SW","Okanagan Region",49.79097,-119.95267,2,2,TRUE,1,0.6153,0.4615,0.7525
"MYCA","47322_NE",47322,"NE","Northern Region",55.69808,-120.43213,8,0,FALSE,0.0026,0.1668,0.0981,0.2508
"MYCA","47322_NW",47322,"NW","Northern Region",55.70016,-120.48989,6,0,FALSE,0.0041,0.2108,0.1398,0.2902
"MYCA","47322_SE",47322,"SE","Northern Region",55.64597,-120.40102,5,0,FALSE,0.008,0.172,0.099,0.2625
"MYCA","47322_SW",47322,"SW","Northern Region",55.65446,-120.49465,8,0,FALSE,0.0063,0.2583,0.1809,0.3454
"MYCA","57322_NE",57322,"NE","South Coastal Region",49.09454,-122.09881,7,4,TRUE,0.7017,0.8802,0.8082,0.9384
"MYCA","57322_NW",57322,"NW","South Coastal Region",49.07915,-122.16077,7,6,TRUE,0.9744,0.9415,0.8977,0.9747
"MYCA","57322_SE",57322,"SE","South Coastal Region",49.0141,-122.09198,7,5,TRUE,0.7825,0.8112,0.7157,0.8961
"MYCA","57322_SW",57322,"SW","South Coastal Region",49.01663,-122.15131,7,5,TRUE,0.7654,0.9434,0.894,0.9785
"MYCA","58842_NW",58842,"NW","Northern Region",54.79952,-121.1886,2,0,FALSE,0.0037,0.3005,0.155,0.4695
"MYCA","58842_SE",58842,"SE","Northern Region",54.73781,-121.16052,2,0,FALSE,0.002,0.2245,0.1058,0.3762
"MYCA","58842_SW",58842,"SW","Northern Region",54.75716,-121.25541,2,0,FALSE,0.0012,0.217,0.0973,0.3696
"MYCA","5994_NE",5994,"NE","Kootenay Region",49.26067,-115.24894,5,4,TRUE,0.8413,0.8508,0.7772,0.9083
"MYCA","5994_SE",5994,"SE","Kootenay Region",49.21228,-115.26277,5,4,TRUE,0.8342,0.7532,0.6441,0.8443
"MYCA","60586_NW",60586,"NW","Kootenay Region",50.93041,-116.39001,6,6,TRUE,1,0.7644,0.6816,0.8381
"MYCA","60586_SW",60586,"SW","Kootenay Region",50.90342,-116.39335,6,6,TRUE,1,0.8846,0.7716,0.9551
"MYCA","6202_NE",6202,"NE","South Coastal Region",48.53741,-123.50119,6,6,TRUE,1,0.8886,0.8208,0.9443
"MYCA","6202_NW",6202,"NW","South Coastal Region",48.50788,-123.60088,6,4,TRUE,0.9238,0.8664,0.779,0.9345
"MYCA","6202_SE",6202,"SE","South Coastal Region",48.48934,-123.5079,4,4,TRUE,1,0.9047,0.8477,0.9526
"MYCA","6202_SW",6202,"SW","South Coastal Region",48.48637,-123.54913,7,6,TRUE,0.9632,0.9148,0.8625,0.9582
"MYCA","70250_NW",70250,"NW","Kootenay Region",51.24583,-116.91793,6,3,TRUE,0.5551,0.7379,0.647,0.8212
"MYCA","70250_SW",70250,"SW","Kootenay Region",51.20982,-116.89974,4,0,FALSE,0.0348,0.8206,0.7422,0.8851
"MYCA","73002_NE",73002,"NE","Okanagan Region",50.85067,-121.87219,8,1,TRUE,0.1411,0.8675,0.7887,0.9288
"MYCA","73002_SE",73002,"SE","Okanagan Region",50.82484,-121.86896,9,5,TRUE,0.6301,0.8145,0.6979,0.9065
"MYCA","73002_SW",73002,"SW","Okanagan Region",50.80422,-121.87782,9,9,TRUE,1,0.8038,0.7095,0.8839
