"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"MYCA","BC (all sites)",1840,0.5917,0.6712,0.01032,0.00121,0.01906,0.0794,-0.0108,0.173,0.9478
"MYCA","BC (surveyed sites)",1840,0.5736,0.6664,0.01295,0.00832,0.01724,0.0928,0.0524,0.117,0.9998
"MYCA","BC (region-weighted)",1840,0.6187,0.7082,0.01104,0.00228,0.01964,0.0894,0.0026,0.1807,0.9789
"MYCA","Kootenay Region",438,0.7807,0.7689,0.00332,-0.01068,0.0188,-0.0118,-0.1282,0.1282,0.3531
"MYCA","Northern Region",246,0.3388,0.2539,-0.00751,-0.02639,0.01042,-0.0849,-0.2667,0.1,0.1642
"MYCA","Okanagan Region",456,0.6571,0.8489,0.01663,-0.00202,0.03535,0.1918,0,0.3939,0.9662
"MYCA","South Coastal Region",700,0.6983,0.961,0.03172,0.01887,0.0456,0.2627,0.1132,0.434,1
