"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"EUMA","BC (all sites)",166,0.1173,0.082,-0.00044,-0.00811,0.00514,-0.0353,-0.1459,0.0378,0.1884
"EUMA","BC (surveyed sites)",166,0.0888,0.1019,0.00336,-0.00263,0.00788,0.0131,-0.0709,0.0671,0.73
"EUMA","BC (region-weighted)",166,0.1414,0.1141,0.00098,-0.00713,0.00767,-0.0272,-0.1408,0.0564,0.3018
"EUMA","Kootenay Region",0,0.0524,0.0016,-0.00381,-0.01538,0.00128,-0.0509,-0.2051,0,0.0169
"EUMA","Northern Region",0,0.0721,0.0015,-0.00519,-0.01931,0.00056,-0.0706,-0.2667,0,0.0131
"EUMA","Okanagan Region",166,0.4023,0.4508,0.01533,-0.00657,0.03687,0.0485,-0.2121,0.303,0.6136
"EUMA","South Coastal Region",0,0.0387,0.0027,-0.00241,-0.01258,0.0022,-0.036,-0.1698,0.0189,0.0451
