"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"MYCI","BC (all sites)",573,0.1737,0.2426,0.0095,0.00423,0.01459,0.0689,0.0054,0.1297,0.9767
"MYCI","BC (surveyed sites)",573,0.166,0.2749,0.01324,0.0101,0.01583,0.109,0.0668,0.1393,1
"MYCI","BC (region-weighted)",573,0.23,0.3013,0.01052,0.00459,0.01637,0.0713,-7e-04,0.1423,0.9744
"MYCI","Kootenay Region",68,0.0546,0.246,0.02013,0.00513,0.03205,0.1914,0.0513,0.3077,0.9909
"MYCI","Northern Region",0,0.0348,0.0048,-0.0023,-0.01056,0.00222,-0.03,-0.1333,0.0167,0.084
"MYCI","Okanagan Region",484,0.8048,0.7786,0.00869,-0.00707,0.02626,-0.0262,-0.2121,0.2121,0.3358
"MYCI","South Coastal Region",21,0.0256,0.1756,0.01556,0.00755,0.02421,0.15,0.0566,0.2453,0.994
