"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"EUMA","175354_SE",175354,"SE","Northern Region",59.42418,-125.94917,3,0,FALSE,3e-04,0.0457,0.0037,0.1688
"EUMA","175354_SW",175354,"SW","Northern Region",59.40931,-126.09868,5,0,FALSE,4e-04,0.0398,0.0034,0.1475
"EUMA","17706_NW",17706,"NW","Northern Region",51.97601,-120.10368,2,0,FALSE,0.0012,0.0151,0.0018,0.0544
"EUMA","17706_SE",17706,"SE","Northern Region",51.9408,-120.01683,5,0,FALSE,0.001,0.0112,0.0018,0.0339
"EUMA","17706_SW",17706,"SW","Northern Region",51.94316,-120.06784,4,0,FALSE,0.0011,0.0188,0.0018,0.0672
"EUMA","186330_NE",186330,"NE","Northern Region",55.95727,-122.58949,2,0,FALSE,6e-04,0.0187,0.0015,0.0736
"EUMA","186330_NW",186330,"NW","Northern Region",55.94606,-122.65922,2,0,FALSE,2e-04,0.015,0.0021,0.0514
"EUMA","186490_NW",186490,"NW","Northern Region",54.754,-127.12678,8,0,FALSE,5e-04,0.0341,0.0032,0.1172
"EUMA","186490_SE",186490,"SE","Northern Region",54.72257,-126.99742,6,0,FALSE,0.0027,0.0161,0.002,0.0558
"EUMA","186490_SW",186490,"SW","Northern Region",54.72278,-127.05397,9,0,FALSE,0.0025,0.0272,0.003,0.0963
"EUMA","194666_NE",194666,"NE","Okanagan Region",50.23014,-119.32344,6,0,FALSE,0.0522,0.5397,0.3169,0.748
"EUMA","194666_SW",194666,"SW","Okanagan Region",50.16915,-119.41081,6,0,FALSE,0.0563,0.4373,0.2316,0.6687
"EUMA","20330_NE",20330,"NE","Kootenay Region",49.42454,-117.72865,7,0,FALSE,0.0035,0.0162,0.0021,0.055
"EUMA","20330_SE",20330,"SE","Kootenay Region",49.3813,-117.67793,8,0,FALSE,9e-04,0.0247,0.0027,0.0883
"EUMA","206394_NE",206394,"NE","Northern Region",53.63655,-132.05056,4,0,FALSE,0.0014,0.0363,0.0035,0.1172
"EUMA","206394_NW",206394,"NW","Northern Region",53.6372,-132.16251,4,0,FALSE,0.0018,0.0253,0.002,0.0948
"EUMA","206394_SE",206394,"SE","Northern Region",53.60877,-131.99988,4,0,FALSE,0.0012,0.0436,0.0039,0.1363
"EUMA","206394_SW",206394,"SW","Northern Region",53.57324,-132.11579,4,0,FALSE,8e-04,0.0275,0.0026,0.103
"EUMA","20730_NE",20730,"NE","Northern Region",56.79525,-124.90059,3,0,FALSE,0.001,0.0314,0.0019,0.1048
"EUMA","20730_NW",20730,"NW","Northern Region",56.79948,-124.97614,3,0,FALSE,0.0013,0.0198,0.002,0.0728
"EUMA","20730_SE",20730,"SE","Northern Region",56.78457,-124.88544,3,0,FALSE,4e-04,0.0159,0.0022,0.0521
"EUMA","20730_SW",20730,"SW","Northern Region",56.76456,-124.98588,2,0,FALSE,8e-04,0.0159,0.0021,0.0516
"EUMA","212266_NE",212266,"NE","Okanagan Region",50.751409,-120.480005,9,4,TRUE,0.5939,0.4556,0.1995,0.7419
"EUMA","212266_NW",212266,"NW","Okanagan Region",50.777508,-120.5598176,8,0,FALSE,0.0442,0.332,0.1472,0.5748
"EUMA","212266_SE",212266,"SE","Okanagan Region",50.714878,-120.492405,8,5,TRUE,0.7399,0.5777,0.3683,0.7812
"EUMA","212266_SW",212266,"SW","Okanagan Region",50.732357,-120.521811,8,2,TRUE,0.4678,0.5528,0.3512,0.7613
"EUMA","212906_NW",212906,"NW","South Coastal Region",49.36971,-124.79984,7,0,FALSE,0.0014,0.0145,0.0022,0.048
"EUMA","212906_SE",212906,"SE","South Coastal Region",49.35175,-124.74136,7,0,FALSE,0.0011,0.0274,0.0033,0.0916
"EUMA","212906_SW",212906,"SW","South Coastal Region",49.33595,-124.7423,6,0,FALSE,0.0018,0.0268,0.0034,0.0863
"EUMA","216746_NW",216746,"NW","South Coastal Region",49.10675,-125.78544,5,0,FALSE,0.004,0.0414,0.0027,0.1283
"EUMA","216746_SE",216746,"SE","South Coastal Region",49.07768,-125.74644,8,0,FALSE,0.0012,0.0231,0.002,0.088
"EUMA","218282_SE",218282,"SE","Kootenay Region",50.13833,-117.55672,5,0,FALSE,0.002,0.0184,0.0024,0.0625
"EUMA","218282_SW",218282,"SW","Kootenay Region",50.15094,-117.6221,6,0,FALSE,6e-04,0.0196,0.0025,0.0618
"EUMA","219626_SW",219626,"SW","South Coastal Region",48.92819,-125.25,2,0,FALSE,1e-04,0.0234,0.0022,0.085
"EUMA","226090_NE",226090,"NE","Okanagan Region",50.10929,-120.45236,6,0,FALSE,0.0486,0.3195,0.1248,0.6078
"EUMA","226090_NW",226090,"NW","Okanagan Region",50.0999,-120.50647,7,0,FALSE,0.0559,0.329,0.1838,0.5641
"EUMA","226090_SE",226090,"SE","Okanagan Region",50.07156,-120.42266,6,0,FALSE,0.033,0.2899,0.1046,0.595
"EUMA","230186_NE",230186,"NE","Okanagan Region",49.01457,-121.07198,5,1,TRUE,0.2909,0.4854,0.2612,0.7187
"EUMA","230186_SE",230186,"SE","Okanagan Region",48.97511,-121.08329,6,0,FALSE,0.0326,0.4627,0.1564,0.7889
"EUMA","241002_NE",241002,"NE","Kootenay Region",51.03817,-118.1357,9,0,FALSE,0.0014,0.0146,4e-04,0.0774
"EUMA","241002_NW",241002,"NW","Kootenay Region",51.01597,-118.20292,9,0,FALSE,0.0038,0.0334,0.0035,0.1219
"EUMA","243562_NE",243562,"NE","Kootenay Region",49.69966,-115.98498,7,0,FALSE,0.0049,0.0129,0.0014,0.0448
"EUMA","243562_SE",243562,"SE","Kootenay Region",49.65068,-115.94692,6,0,FALSE,0.002,0.0163,0.0015,0.0618
"EUMA","252394_NW",252394,"NW","South Coastal Region",48.79865,-125.16568,2,0,FALSE,0.001,0.0208,0.003,0.0681
"EUMA","26170_NE",26170,"NE","Northern Region",53.62052,-132.20883,4,0,FALSE,8e-04,0.0364,0.0036,0.1254
"EUMA","26170_NW",26170,"NW","Northern Region",53.60452,-132.28837,3,0,FALSE,0.002,0.0274,0.0031,0.09
"EUMA","26170_SE",26170,"SE","Northern Region",53.58901,-132.17695,4,0,FALSE,8e-04,0.0357,0.0036,0.136
"EUMA","26170_SW",26170,"SW","Northern Region",53.56895,-132.23042,4,0,FALSE,0.0013,0.0329,0.0023,0.1353
"EUMA","265749_NE",265749,"NE","Okanagan Region",49.15892,-119.03758,6,2,TRUE,0.3886,0.2464,0.0864,0.4844
"EUMA","265749_NW",265749,"NW","Okanagan Region",49.16674,-119.10324,8,3,TRUE,0.4618,0.2384,0.1095,0.4292
"EUMA","265749_SE",265749,"SE","Okanagan Region",49.11153,-118.97698,8,1,TRUE,0.1903,0.4121,0.2364,0.6107
"EUMA","265749_SW",265749,"SW","Okanagan Region",49.11337,-119.05299,8,0,FALSE,0.1101,0.2552,0.1033,0.4462
"EUMA","268521_NE",268521,"NE","Kootenay Region",49.49916,-115.03962,6,0,FALSE,9e-04,0.0181,0.0019,0.0641
"EUMA","268521_NW",268521,"NW","Kootenay Region",49.48855,-115.09812,6,0,FALSE,0.0011,0.0164,0.0016,0.0605
"EUMA","268521_SE",268521,"SE","Kootenay Region",49.44083,-115.05634,7,0,FALSE,0.0014,0.033,0.0017,0.1067
"EUMA","269777_NW",269777,"NW","Northern Region",57.04083,-122.86281,4,0,FALSE,9e-04,0.0124,4e-04,0.0665
"EUMA","269777_SW",269777,"SW","Northern Region",57.01497,-122.80521,4,0,FALSE,8e-04,0.0161,0.0014,0.0623
"EUMA","271731_SW",271731,"SW","Kootenay Region",51.24146,-117.64962,9,0,FALSE,0.001,0.0228,0.0022,0.0831
"EUMA","273050_SE",273050,"SE","South Coastal Region",49.00511,-125.65145,3,0,FALSE,0.0032,0.0215,0.0026,0.0739
"EUMA","283586_NE",283586,"NE","Northern Region",54.3558,-128.5366,6,0,FALSE,0.002,0.0218,0.0019,0.0793
"EUMA","283586_NW",283586,"NW","Northern Region",54.3321,-128.6266,8,0,FALSE,0.002,0.0235,0.003,0.0716
"EUMA","283586_SE",283586,"SE","Northern Region",54.31162,-128.54374,8,0,FALSE,0.0026,0.043,0.0032,0.1176
"EUMA","283586_SW",283586,"SW","Northern Region",54.2946,-128.581,8,0,FALSE,0.001,0.0196,0.0018,0.0718
"EUMA","294832_NE",294832,"NE","Northern Region",56.3348,-120.97877,8,0,FALSE,0.0046,0.0217,0.0024,0.0785
"EUMA","294832_NW",294832,"NW","Northern Region",56.33264,-121.00747,8,0,FALSE,0.0043,0.0203,0.0024,0.0708
"EUMA","294832_SE",294832,"SE","Northern Region",56.30206,-120.94608,6,0,FALSE,0.001,0.0217,0.0021,0.0772
"EUMA","294832_SW",294832,"SW","Northern Region",56.30496,-121.00198,7,0,FALSE,8e-04,0.0208,0.0016,0.081
"EUMA","317428_NE",317428,"NE","South Coastal Region",49.06292,-120.79944,8,0,FALSE,3e-04,0.009,5e-04,0.0419
"EUMA","317428_NW",317428,"NW","South Coastal Region",49.06417,-120.90943,8,0,FALSE,4e-04,0.0175,4e-04,0.0979
"EUMA","317428_SE",317428,"SE","South Coastal Region",49.06053,-120.77309,7,0,FALSE,7e-04,0.0077,5e-04,0.035
"EUMA","317428_SW",317428,"SW","South Coastal Region",49.04617,-120.85085,6,0,FALSE,8e-04,0.013,5e-04,0.0665
"EUMA","326072_NE",326072,"NE","South Coastal Region",49.09743,-122.51957,7,0,FALSE,4e-04,0.0271,0.0032,0.0893
"EUMA","326072_NW",326072,"NW","South Coastal Region",49.05235,-122.58989,9,0,FALSE,6e-04,0.0259,0.0032,0.0841
"EUMA","326072_SE",326072,"SE","South Coastal Region",49.0144,-122.52755,6,0,FALSE,7e-04,0.0273,0.0034,0.0872
"EUMA","326072_SW",326072,"SW","South Coastal Region",49.01082,-122.58104,9,0,FALSE,0.0061,0.0332,0.0036,0.1088
"EUMA","37274_NE",37274,"NE","Northern Region",53.08874,-119.20318,6,0,FALSE,7e-04,0.0148,0.0014,0.0556
"EUMA","37274_SE",37274,"SE","Northern Region",53.05051,-119.21418,5,0,FALSE,0.002,0.0219,0.0021,0.0817
"EUMA","37274_SW",37274,"SW","Northern Region",53.03564,-119.22895,6,0,FALSE,4e-04,0.019,0.0014,0.0747
"EUMA","38442_NW",38442,"NW","Okanagan Region",51.51999,-122.28978,6,5,TRUE,0.9525,0.5421,0.3548,0.7335
"EUMA","38442_SW",38442,"SW","Okanagan Region",51.50238,-122.28992,7,7,TRUE,1,0.5281,0.3367,0.7243
"EUMA","42026_NE",42026,"NE","Northern Region",55.85527,-121.65345,3,0,FALSE,8e-04,0.0171,0.0021,0.0596
"EUMA","42026_NW",42026,"NW","Northern Region",55.83616,-121.71691,3,0,FALSE,0.0013,0.0199,0.0024,0.0689
"EUMA","42026_SE",42026,"SE","Northern Region",55.81797,-121.66405,3,0,FALSE,8e-04,0.0167,0.0021,0.0562
"EUMA","42026_SW",42026,"SW","Northern Region",55.81131,-121.70131,3,0,FALSE,8e-04,0.0155,0.0022,0.0512
"EUMA","47210_NW",47210,"NW","Okanagan Region",49.84159,-119.9783,3,1,TRUE,0.3968,0.2289,0.08,0.4177
"EUMA","47210_SE",47210,"SE","Okanagan Region",49.79638,-119.86985,3,0,FALSE,0.077,0.2486,0.1138,0.4506
"EUMA","47210_SW",47210,"SW","Okanagan Region",49.79097,-119.95267,2,0,FALSE,0.0674,0.2435,0.1095,0.4578
"EUMA","47322_NE",47322,"NE","Northern Region",55.69808,-120.43213,8,0,FALSE,0.0013,0.0097,0.0011,0.0329
"EUMA","47322_NW",47322,"NW","Northern Region",55.70016,-120.48989,6,0,FALSE,0.0015,0.0169,0.0018,0.0586
"EUMA","47322_SE",47322,"SE","Northern Region",55.64597,-120.40102,5,0,FALSE,0.0016,0.0106,0.0011,0.038
"EUMA","47322_SW",47322,"SW","Northern Region",55.65446,-120.49465,8,0,FALSE,0.0024,0.0136,0.002,0.043
"EUMA","57322_NE",57322,"NE","South Coastal Region",49.09454,-122.09881,7,0,FALSE,5e-04,0.0259,0.0027,0.0903
"EUMA","57322_NW",57322,"NW","South Coastal Region",49.07915,-122.16077,7,0,FALSE,0.002,0.0222,0.0033,0.0717
"EUMA","57322_SE",57322,"SE","South Coastal Region",49.0141,-122.09198,7,0,FALSE,7e-04,0.0213,0.0015,0.0843
"EUMA","57322_SW",57322,"SW","South Coastal Region",49.01663,-122.15131,7,0,FALSE,0.0011,0.032,0.0035,0.1071
"EUMA","58842_NW",58842,"NW","Northern Region",54.79952,-121.1886,2,0,FALSE,4e-04,0.0117,0.0013,0.046
"EUMA","58842_SE",58842,"SE","Northern Region",54.73781,-121.16052,2,0,FALSE,1e-04,0.0093,9e-04,0.0349
"EUMA","58842_SW",58842,"SW","Northern Region",54.75716,-121.25541,2,0,FALSE,3e-04,0.0092,8e-04,0.0364
"EUMA","5994_NE",5994,"NE","Kootenay Region",49.26067,-115.24894,5,0,FALSE,0.001,0.0155,0.0025,0.044
"EUMA","5994_SE",5994,"SE","Kootenay Region",49.21228,-115.26277,5,0,FALSE,3e-04,0.0161,0.0019,0.0545
"EUMA","60586_NW",60586,"NW","Kootenay Region",50.93041,-116.39001,6,0,FALSE,2e-04,0.0218,0.0027,0.0742
"EUMA","60586_SW",60586,"SW","Kootenay Region",50.90342,-116.39335,6,0,FALSE,0.0027,0.0368,0.0021,0.1113
