"species","site","GRTS_Cell_ID","Quadrant","region","lat","long","n_years_surveyed","n_years_detected","ever_detected","mean_p_occupied","mean_psi_expected","mean_psi_expected_lo95","mean_psi_expected_hi95"
"MYVO","175354_SW",175354,"SW","Northern Region",59.40931,-126.09868,5,5,TRUE,1,0.7471,0.6024,0.8624
"MYVO","17706_NW",17706,"NW","Northern Region",51.97601,-120.10368,2,1,TRUE,0.8989,0.7998,0.6863,0.8935
"MYVO","17706_SE",17706,"SE","Northern Region",51.9408,-120.01683,5,1,TRUE,0.2455,0.7433,0.621,0.8505
"MYVO","17706_SW",17706,"SW","Northern Region",51.94316,-120.06784,4,3,TRUE,0.9254,0.7441,0.6306,0.8437
"MYVO","186330_NE",186330,"NE","Northern Region",55.95727,-122.58949,2,2,TRUE,1,0.8557,0.7393,0.9366
"MYVO","186330_NW",186330,"NW","Northern Region",55.94606,-122.65922,2,1,TRUE,0.8361,0.8197,0.7259,0.8979
"MYVO","186490_NW",186490,"NW","Northern Region",54.754,-127.12678,8,7,TRUE,0.9208,0.7558,0.6281,0.8577
"MYVO","186490_SE",186490,"SE","Northern Region",54.72257,-126.99742,6,3,TRUE,0.5879,0.8094,0.7148,0.8879
"MYVO","186490_SW",186490,"SW","Northern Region",54.72278,-127.05397,9,8,TRUE,0.924,0.8134,0.7112,0.8921
"MYVO","194666_NE",194666,"NE","Okanagan Region",50.23014,-119.32344,6,5,TRUE,0.8604,0.6521,0.559,0.7418
"MYVO","194666_SW",194666,"SW","Okanagan Region",50.16915,-119.41081,6,1,TRUE,0.2174,0.5938,0.505,0.681
"MYVO","20330_NE",20330,"NE","Kootenay Region",49.42454,-117.72865,7,3,TRUE,0.4714,0.726,0.6458,0.8025
"MYVO","20330_SE",20330,"SE","Kootenay Region",49.3813,-117.67793,8,1,TRUE,0.1492,0.6737,0.5638,0.7722
"MYVO","206394_NE",206394,"NE","Northern Region",53.63655,-132.05056,4,0,FALSE,0.0011,0.7099,0.5038,0.8759
"MYVO","206394_NW",206394,"NW","Northern Region",53.6372,-132.16251,4,1,TRUE,0.2541,0.5791,0.3716,0.765
"MYVO","206394_SE",206394,"SE","Northern Region",53.60877,-131.99988,4,0,FALSE,9e-04,0.7572,0.5631,0.9042
"MYVO","206394_SW",206394,"SW","Northern Region",53.57324,-132.11579,4,0,FALSE,7e-04,0.6409,0.4562,0.7987
"MYVO","20730_NE",20730,"NE","Northern Region",56.79525,-124.90059,3,2,TRUE,0.8103,0.8726,0.7389,0.9552
"MYVO","20730_NW",20730,"NW","Northern Region",56.79948,-124.97614,3,3,TRUE,1,0.8237,0.699,0.9166
"MYVO","20730_SE",20730,"SE","Northern Region",56.78457,-124.88544,3,3,TRUE,1,0.8006,0.7101,0.8784
"MYVO","20730_SW",20730,"SW","Northern Region",56.76456,-124.98588,2,1,TRUE,0.5364,0.7998,0.7102,0.8782
"MYVO","212266_NE",212266,"NE","Okanagan Region",50.751409,-120.480005,9,5,TRUE,0.6519,0.7313,0.6279,0.8275
"MYVO","212266_NW",212266,"NW","Okanagan Region",50.777508,-120.5598176,8,4,TRUE,0.5694,0.6228,0.5385,0.7014
"MYVO","212266_SE",212266,"SE","Okanagan Region",50.714878,-120.492405,8,4,TRUE,0.6013,0.6553,0.5452,0.7533
"MYVO","212266_SW",212266,"SW","Okanagan Region",50.732357,-120.521811,8,7,TRUE,0.9252,0.6596,0.553,0.7565
"MYVO","212906_NW",212906,"NW","South Coastal Region",49.36971,-124.79984,7,7,TRUE,1,0.6848,0.5691,0.7908
"MYVO","212906_SE",212906,"SE","South Coastal Region",49.35175,-124.74136,7,7,TRUE,1,0.7771,0.6658,0.8658
"MYVO","212906_SW",212906,"SW","South Coastal Region",49.33595,-124.7423,6,6,TRUE,1,0.7135,0.5992,0.8075
"MYVO","216746_NW",216746,"NW","South Coastal Region",49.10675,-125.78544,5,2,TRUE,0.595,0.8352,0.7231,0.9245
"MYVO","216746_SE",216746,"SE","South Coastal Region",49.07768,-125.74644,8,2,TRUE,0.3677,0.5536,0.3987,0.6953
"MYVO","218282_SE",218282,"SE","Kootenay Region",50.13833,-117.55672,5,1,TRUE,0.2167,0.6553,0.5065,0.7836
"MYVO","218282_SW",218282,"SW","Kootenay Region",50.15094,-117.6221,6,6,TRUE,1,0.7791,0.6915,0.8575
"MYVO","219626_SW",219626,"SW","South Coastal Region",48.92819,-125.25,2,2,TRUE,1,0.577,0.4148,0.7193
"MYVO","226090_NE",226090,"NE","Okanagan Region",50.10929,-120.45236,6,1,TRUE,0.3233,0.6157,0.5071,0.7162
"MYVO","226090_NW",226090,"NW","Okanagan Region",50.0999,-120.50647,7,4,TRUE,0.6205,0.727,0.6396,0.807
"MYVO","226090_SE",226090,"SE","Okanagan Region",50.07156,-120.42266,6,2,TRUE,0.4363,0.6462,0.5456,0.7384
"MYVO","230186_NE",230186,"NE","Okanagan Region",49.01457,-121.07198,5,5,TRUE,1,0.5786,0.4579,0.6891
"MYVO","230186_SE",230186,"SE","Okanagan Region",48.97511,-121.08329,6,5,TRUE,0.8383,0.4857,0.3076,0.6498
"MYVO","241002_NE",241002,"NE","Kootenay Region",51.03817,-118.1357,9,2,TRUE,0.2545,0.6509,0.5082,0.7801
"MYVO","241002_NW",241002,"NW","Kootenay Region",51.01597,-118.20292,9,7,TRUE,0.7815,0.7839,0.692,0.8621
"MYVO","243562_NE",243562,"NE","Kootenay Region",49.69966,-115.98498,7,5,TRUE,0.7504,0.6697,0.5468,0.7822
"MYVO","243562_SE",243562,"SE","Kootenay Region",49.65068,-115.94692,6,4,TRUE,0.7531,0.6913,0.5903,0.7826
"MYVO","252394_NW",252394,"NW","South Coastal Region",48.79865,-125.16568,2,2,TRUE,1,0.6805,0.5583,0.7831
