"species","scope","n_detections","psi_first","psi_last","slope","slope_lo95","slope_hi95","change","change_lo95","change_hi95","p_increase"
"EPFU","BC (all sites)",1660,0.7333,0.7929,0.01406,0.00396,0.02441,0.0596,-0.0432,0.173,0.8496
"EPFU","BC (surveyed sites)",1660,0.7478,0.798,0.01414,0.00797,0.01958,0.0502,-0.0203,0.1013,0.9336
"EPFU","BC (region-weighted)",1660,0.7484,0.8238,0.01595,0.00692,0.02557,0.0754,-0.0194,0.1761,0.9436
"EPFU","Kootenay Region",430,0.7415,0.9673,0.0285,0.01453,0.0453,0.2258,0.1026,0.3846,0.9998
"EPFU","Northern Region",277,0.6715,0.615,-0.00823,-0.02972,0.015,-0.0565,-0.2833,0.2,0.2936
"EPFU","Okanagan Region",455,0.8664,0.9362,0.01612,0.00202,0.03333,0.0698,-0.0909,0.2727,0.6944
"EPFU","South Coastal Region",498,0.7142,0.7766,0.0274,0.01132,0.04325,0.0624,-0.1321,0.2453,0.7149
