scenario,scenario_label,n_site_years,n_observations,n_detections,psi1_mean,psi1_lcl,psi1_ucl,p_mean,p_lcl,p_ucl,mean_gamma,mean_gamma_lcl,mean_gamma_ucl,mean_phi,mean_phi_lcl,mean_phi_ucl,lambda_mean,lambda_lcl,lambda_ucl,Rhat_max
full,Full,1557,3538,1841,0.677870263548427,0.5320370533461398,0.8096170009058926,0.6819129239323115,0.6627356732447658,0.7004290600302675,0.4082509171529011,0.34217897806393605,0.47695768335395206,0.8596326987586325,0.8290913316285589,0.8876620813311896,1.1334099755091889,0.9496402877697842,1.3958333333333335,1.0017168159863648
panel_2,2-Panel,1186,2721,1411,0.6763765645975242,0.5199277292012855,0.8178428193400582,0.6773992531512749,0.6556835923388005,0.698665926385782,0.41314729509421716,0.3300499594570425,0.5005490640842629,0.854755497510023,0.8176589549127614,0.8883816561891575,1.1273209657539378,0.9242424242424243,1.4105882352941166,1.0051435292756783
panel_3,3-Panel,1047,2380,1244,0.6703792403970494,0.5130932043409949,0.8156315594695098,0.6765904770697068,0.6534570394214513,0.6989650481101298,0.45319496766964346,0.36317410900959685,0.5461485298408484,0.852575750489521,0.8127753665839815,0.8886944200834617,1.130311558004009,0.9069612403100776,1.443298969072165,1.003292776161577
panel_4,4-Panel,999,2246,1200,0.667687785724947,0.5132387504758393,0.812071428275918,0.6906272695198046,0.6667643141186599,0.7136888287872489,0.47288602302270777,0.3823611887536673,0.5662100745453895,0.8402603643457858,0.8004022028760918,0.8764491993621856,1.165579047643937,0.9424460431654677,1.472557012879593,1.0021445007586034
panel_5,5-Panel,947,2149,1152,0.67616729263958,0.510630632505464,0.8238722525202841,0.6918039619983553,0.6679790639767778,0.7159074008436372,0.4861529714385728,0.39288984799479604,0.5804616570681415,0.8376319880405244,0.7990891721094876,0.8745672241365423,1.1156342262835357,0.893426980352897,1.4352941176470588,1.0009784233203978
