scenario,scenario_label,n_site_years,n_observations,n_detections,lambda_mean,lambda_lcl,lambda_ucl,mean_gamma,mean_gamma_lcl,mean_gamma_ucl,mean_phi,mean_phi_lcl,mean_phi_ucl,mean_p,mean_p_lcl,mean_p_ucl,Rhat_max
full,Full,1557,3538,2451,1.058350110381257,0.9812500000000001,1.1739130434782608,0.5480715837983396,0.43212837574498886,0.6735438798313789,0.9332112460709873,0.9133161093995503,0.9506302538011242,0.776736916648141,0.7607930717135605,0.7923183522373314,1.0048103873243426
panel_2,2-Panel,1186,2721,1843,1.0537365457332528,0.963855421686747,1.1857142857142857,0.5475423754356192,0.42084652942023026,0.6848677663251116,0.930456864687072,0.9078378727443146,0.9504150055656729,0.7666507835351227,0.7481481239374482,0.7845011446713661,1.003125230518889
panel_3,3-Panel,1047,2380,1611,1.0687519852030134,0.9689440993788819,1.217391304347826,0.5680755838383358,0.4343375002142603,0.7034095447871336,0.9253462435868194,0.9005493619291566,0.9471138491350125,0.7620540013689172,0.7423956192102188,0.7814087619100292,1.0039398216170636
panel_4,4-Panel,999,2246,1512,1.0705401770382188,0.9698795180722892,1.2168315399745457,0.542591076995162,0.4085444201134381,0.6844192942828944,0.9200573879281778,0.8926175300793093,0.9445613032192602,0.7627429845389876,0.742225396786143,0.7825928172280664,1.0059605949308017
panel_5,5-Panel,947,2149,1446,1.0773127877196467,0.9496855345911949,1.272,0.5289707934361989,0.3932606037997016,0.6730543750225977,0.9160143569152664,0.8878981292637885,0.9412416742550731,0.7645978167928378,0.7435144813413964,0.7849240127403034,1.0016081934150904
