scenario,scenario_label,n_site_years,n_observations,n_detections,lambda_mean,lambda_lcl,lambda_ucl,mean_gamma,mean_gamma_lcl,mean_gamma_ucl,mean_phi,mean_phi_lcl,mean_phi_ucl,mean_p,mean_p_lcl,mean_p_ucl,Rhat_max
full,Full,1557,3538,252,0.6077234664131412,0.4666666666666667,0.7833333333333333,0.031757693523889026,0.01971363331996138,0.04638506212714388,0.842383746590575,0.7775785090205829,0.8995479876669079,0.4005257979716535,0.34794624982014233,0.4555345320536375,1.002359895891701
panel_2,2-Panel,1186,2721,209,0.6461337545143641,0.4794520547945206,0.8627450980392156,0.033217498121489594,0.019654361148018773,0.05031934677058951,0.8069687295360916,0.7061321344815511,0.8887652357606046,0.40538692859530584,0.3472218373612233,0.4671540432855493,1.0704420372159784
panel_3,3-Panel,1047,2380,184,0.8469808105012526,0.5599999999999999,1.263157894736842,0.04575247964991956,0.02842493420708843,0.0668424370479932,0.8127518237332921,0.7110466751251386,0.8870203137331232,0.4419744916627154,0.3706257986805651,0.5181926674208984,1.003671997928289
panel_4,4-Panel,999,2246,167,0.7766419188935886,0.5072463768115942,1.1951219512195124,0.047855312793292,0.02822791146456563,0.07172814199229058,0.7347564479314157,0.584726408054401,0.8565535975462089,0.38765957469764273,0.317590247781456,0.46768222384859565,1.0985181901432608
panel_5,5-Panel,947,2149,172,0.809826449460081,0.5654176201372998,1.1428571428571428,0.05050929995146729,0.03055665246436664,0.07525565483992364,0.7421159922117688,0.6098398036557676,0.8528719445989379,0.4065899259753164,0.34187054896780794,0.47498237292021234,1.0109090345007683
