species,scenario,year,phi_mean,phi_sd,gamma_mean,gamma_sd
MYLU,rotation_3yr,2019,0.9183685331053021,0.022929726770559062,0.8119991176948741,0.15849018536347767
MYLU,rotation_3yr,2020,0.9627054721062707,0.018514979877972192,0.7430002695070939,0.1277774176359329
MYLU,rotation_3yr,2021,0.9524213532664154,0.018547109035259714,0.679325486607882,0.1947681529335666
MYLU,rotation_3yr,2022,0.9697235098708445,0.018236688950627043,0.7700618361355864,0.15422238299017177
MYLU,rotation_3yr,2023,0.9575797400335917,0.02040847022867647,0.560001301734398,0.21763746051861413
MYLU,rotation_4yr,2016,0.9292328569240995,0.033159844978636624,0.7249444693348844,0.14725444293986242
MYLU,rotation_4yr,2017,0.9836391638639785,0.014048589214690514,0.793068168001808,0.16015114254504131
MYLU,rotation_4yr,2018,0.9577141771099759,0.017629797539530694,0.5176178196266004,0.2823033581473238
MYLU,rotation_4yr,2019,0.9253032968593645,0.02252134668911041,0.8306979907391195,0.14486086984205115
MYLU,rotation_4yr,2020,0.9651116582137896,0.019040389060970116,0.7474204172667315,0.1285679815966909
MYLU,rotation_4yr,2021,0.9558094428275945,0.018523305805791902,0.6751271546493479,0.19781611943165814
MYLU,rotation_4yr,2022,0.974911297202786,0.015970746636155626,0.7762450530776903,0.15100894092878353
MYLU,rotation_4yr,2023,0.9701647988733173,0.016047771871736387,0.5947187955489499,0.2166162769681695
MYLU,rotation_5yr,2016,0.9461268947844333,0.02633752299470099,0.7545885370810919,0.1378455748479584
MYLU,rotation_5yr,2017,0.9762163822650424,0.016188021426087103,0.7419663212242101,0.15921256792415303
MYLU,rotation_5yr,2018,0.9429185658626498,0.01935149938852175,0.7721207948326708,0.18154349678041523
MYLU,rotation_5yr,2019,0.9173872882283347,0.025474061290557355,0.6899602730729212,0.1574142223124099
MYLU,rotation_5yr,2020,0.9696421898042897,0.01633307545883429,0.7395436905962909,0.11853884565133438
MYLU,rotation_5yr,2021,0.9582411580130225,0.01773788717987251,0.5547881138169679,0.1908753521752368
MYLU,rotation_5yr,2022,0.9803782575487109,0.014222826358776378,0.811903143292743,0.12845419464169572
MYLU,rotation_5yr,2023,0.9466819293329551,0.01926793618653807,0.5871845551210324,0.22323099848344202
MYSE,full,2016,0.39849732179579783,0.11251746236911812,0.04932994398380831,0.03084482276769039
MYSE,full,2017,0.8520316204163771,0.10829054417853767,0.04077541164022294,0.027037843212565738
MYSE,full,2018,0.6247831666517221,0.11228414542115638,0.07272019286730402,0.023915571536023895
MYSE,full,2019,0.6885386048815629,0.1067109194565251,0.016195048259151523,0.012850262055076427
