scenario,iteration,site_years,pct_of_full,detections,sites_yr_min,sites_yr_max,lambda_mean,lambda_lcl,lambda_ucl,ci_width,beta_psi_water,beta_psi_road,beta_col_road,beta_col_harvest,beta_per_road,beta_per_harvest,mean_gamma,mean_phi,mean_p,max_rhat,psi_2017,psi_2018,psi_2019,psi_2020,psi_2021,psi_2022,psi_2023,psi_2024
Full,1,1384,100,231,173,173,0.8547380657142193,0.6393181025462156,1.135135135135135,0.4958170325889195,-0.5688993262030404,0.39146535552772294,-0.7255688116649157,-0.4342555358361694,0.35457475095135815,0.8516449825809408,0.03105618640155319,0.8691288947208926,0.3777774327507969,1.0048706760462098,0.2772697495183044,0.2520905587668593,0.22301156069364161,0.18268272318561335,0.1846897880539499,0.20721644187540142,0.21212267180475272,0.2339800899165061
2-Year,1,1044,75.4,187,129,132,0.8173929446626671,0.5769230769230769,1.157894736842105,0.5809716599190282,-0.7917098595352924,0.6734134111668142,0.14400940738924412,-0.4180101306307621,-1.163465581203833,0.6400382147538813,0.036563114465967335,0.821233366641903,0.40359842409796515,1.0129002613249463,0.2799601798330122,0.24791714836223505,0.22763712267180475,0.18326396917148363,0.18641233140655106,0.19145600513808606,0.20401348747591522,0.22552729608220937
3-Year,1,933,67.4,166,114,118,0.9799132908405523,0.6666666666666666,1.4286679536679523,0.7620012870012857,-0.6855074138908234,0.5659832046132376,-0.5913818417821379,-0.4091049299657711,0.4536710426620464,0.4445107386212066,0.0406143703329922,0.8163083556004149,0.4389396270922472,1.0278778680065612,0.24932626846499678,0.23540783558124598,0.20136030828516377,0.15621579961464355,0.15274566473988438,0.16455748233782916,0.1736679511881824,0.23979640333975594
4-Year,1,874,63.2,160,108,111,0.93197222572705,0.639308931599774,1.3488372093023258,0.7095282777025518,-0.481348299989852,0.7734703472891062,0.32223237150083073,-0.3739467400561435,-1.3662368239166038,0.8668579507504574,0.0447354962114192,0.8302998046075882,0.3682845282647039,1.0099391884190525,0.2935472061657033,0.26491714836223507,0.24043288375080282,0.20297752087347462,0.20552793834296723,0.22052601156069365,0.23083365446371226,0.2693063583815029
5-Year,1,843,60.9,151,103,107,0.9467192694606107,0.6274509803921567,1.4117647058823528,0.7843137254901961,-0.31849203464489295,0.45419924760784125,0.09321728643906084,-0.5301371033203776,-1.1684927540330223,0.7052335695725199,0.04763603941165456,0.7996635789872363,0.3814281061075145,1.0233468427863235,0.28404624277456647,0.2598908156711625,0.22637700706486832,0.17834810533076428,0.1726441875401413,0.1997893384714194,0.2208407193320488,0.2637508028259473
