scenario,iteration,site_years,pct_of_full,detections,sites_yr_min,sites_yr_max,lambda_mean,lambda_lcl,lambda_ucl,ci_width,beta_psi_water,beta_psi_road,beta_col_road,beta_col_harvest,beta_per_road,beta_per_harvest,mean_gamma,mean_phi,mean_p,max_rhat,psi_2017,psi_2018,psi_2019,psi_2020,psi_2021,psi_2022,psi_2023,psi_2024
Full,1,1384,100,2701,173,173,0.9628166691026799,0.9248554913294798,1.0061349693251533,0.08127947799567359,0.4841289307793205,0.8554563786199956,-2.558076951283298,0.42348910513968835,0.4423675801320288,0.35372005148822827,0.5842967942115392,0.9586083664448024,0.8449312657789889,1.0035244739888556,0.9804566473988439,0.9667296082209377,0.9510616570327552,0.9152260757867694,0.9473853564547207,0.9401785484906873,0.9715472061657032,0.943762363519589
2-Year,1,1044,75.4,2026,129,132,0.9477039160920987,0.9,1.0060984961843484,0.10609849618434841,0.5096307175576162,0.8295729237090702,-2.34706250627507,0.4348369913671992,0.42205980532990706,0.36083940501719913,0.5894304480916462,0.9512548468382409,0.8472519667019978,1.0060362669630771,0.9773500321130378,0.9649871547848426,0.9336172125883109,0.9137996146435453,0.9420038535645472,0.9311252408477843,0.9582723185613359,0.9259120102761721
3-Year,1,933,67.4,1820,114,118,0.951469326373939,0.9005847953216374,1.0059889257629318,0.10540413044129437,0.5796010942348127,0.8333669999404056,-2.6264278504668352,0.3631757461510411,0.6578056313287985,0.35330682683445624,0.564156986668647,0.9536923021236182,0.8481418920171518,1.0038948436743123,0.9777842003853564,0.9671252408477842,0.9326480411046885,0.8986107899807322,0.9462106615285806,0.9349826589595376,0.9688240205523443,0.9300590879897238
4-Year,1,874,63.2,1686,108,111,0.9422635345534823,0.884393063583815,1,0.11560693641618502,0.456145527249117,0.8380552463209381,-2.7025829349957897,0.37645512013952714,0.518139522089479,0.4068028727996503,0.5597273583284541,0.9497667671086236,0.8465207572614931,1.0029981734163043,0.9770526653821451,0.9631695568400771,0.922684649967887,0.8941888246628131,0.9519749518304431,0.9259556840077071,0.9590366088631984,0.9203314065510597
5-Year,1,843,60.9,1621,103,107,0.9540256321447534,0.894736842105263,1.01840490797546,0.12366806587019696,0.3509764874589671,0.7983994171192904,-2.5488198649685305,0.5106497374940295,0.599496644287773,0.3347665225131535,0.5687357661716956,0.9476470013544542,0.8549239869408551,1.0023448819375058,0.9733236994219653,0.9638760436737315,0.9198413615928067,0.8737784200385357,0.9338715478484264,0.9294206807964034,0.964829800899165,0.9281772639691714
