"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f","parameter"
1.14603590024984,0.896832714046622,-0.801802221078717,0.656152708205664,1.17111027216764,1.67344326407925,2.87579012100167,1.00017427614424,9000,1,0.909222222222222,"beta.psi[1]"
-0.547879652559106,0.463019237176247,-1.46935293523136,-0.833002548294726,-0.540341469371599,-0.26673393254613,0.370995229390704,1.0008093459731,9000,1,0.895666666666667,"beta.psi[2]"
0.0952318563887262,0.599812946157696,-1.0892223494679,-0.297985588722407,0.0955209338421424,0.486006896558757,1.27858129356813,1.00003616063319,9000,1,0.567333333333333,"beta.psi[3]"
0.0442453142372945,0.0937890245843542,-0.139380312040901,-0.0171644954671477,0.0428151454948493,0.104604243241498,0.234091335437004,1.00003472512118,9000,1,0.687333333333333,"beta.gamma[1]"
0.212226583954883,0.222242904371967,-0.173558641817862,0.0617040954026893,0.193095267918073,0.342147805152554,0.700334891608401,1.0003701142552,4243,1,0.845666666666667,"beta.gamma[2]"
-0.662277961282853,0.199248747479488,-1.07855990269575,-0.792478422279183,-0.649612061789968,-0.521689217894615,-0.304649272214095,1.00158043038629,1222,0,1,"beta.phi[1]"
0.0301580350167103,0.153963305185851,-0.222388958949943,-0.0738712008877277,0.0126369739843957,0.113297327282259,0.382579923917243,1.00047237239797,3716,1,0.536555555555556,"beta.phi[2]"
0.388401585184089,0.0452923084680383,0.300761103443687,0.357545838003518,0.388011180859414,0.418959609162014,0.476889536076975,1.00006958722467,9000,0,1,"beta.p[1]"
0.0255737488018643,0.0441677987128968,-0.0596033478525272,-0.00441515128696577,0.0247303263686873,0.0553591825895754,0.11315607941814,1.0000109445603,9000,1,0.716444444444444,"beta.p[2]"
0.368399647416879,0.0484159178861577,0.274179608604496,0.335273391405031,0.368240464290214,0.400234905888381,0.465091162668904,1.00042502472231,9000,0,1,"beta.p[3]"
0.0393144378294735,0.0433691570419945,-0.0462466708931144,0.0100919746973927,0.0394180248490863,0.0685723396255991,0.123637741787085,1.00006534537476,9000,1,0.818,"beta.p[4]"
-1.41387038776248,0.749179600392776,-3.09284473023199,-1.85440980469792,-1.33882236280163,-0.894488577462595,-0.161603478217019,1.00109347645367,3950,0,0.986666666666667,"alpha.gamma[1]"
-1.16192622620309,0.50734571740446,-2.3091807085702,-1.46435572799595,-1.12325957137981,-0.812961567965089,-0.272598962342845,1.00084632084162,2566,0,0.996555555555556,"alpha.gamma[2]"
-0.894374566341961,0.35311103978171,-1.64117333145436,-1.12054569546598,-0.882855636423644,-0.649939042072452,-0.237125039205604,1.00050184029687,9000,0,0.997444444444444,"alpha.gamma[3]"
-0.145105844826407,0.312517732062784,-0.754080891466563,-0.354048857200455,-0.143165822944091,0.0665015891988152,0.47158937148551,0.999965633611759,9000,1,0.677333333333333,"alpha.gamma[4]"
-1.69055719300401,0.565844243295296,-2.97846750551351,-2.01509255302321,-1.63740005413378,-1.3052497712348,-0.74271535708982,1.00018328854205,9000,0,0.999777777777778,"alpha.gamma[5]"
-1.06476385597013,0.453189997946426,-2.025343398075,-1.34230124449761,-1.03449636179284,-0.75703031954175,-0.252084782124204,1.00010480510453,9000,0,0.996666666666667,"alpha.gamma[6]"
-1.29047127272831,0.499159150977146,-2.3879941609885,-1.59561395773906,-1.25632216338912,-0.945206094272392,-0.411762447504151,1.00040649331902,4320,0,0.998888888888889,"alpha.gamma[7]"
-0.699092138109949,0.444142732085042,-1.61968520462892,-0.984572850587241,-0.682514013802128,-0.400469025727184,0.140767911510873,1.00041837721592,5925,1,0.947888888888889,"alpha.gamma[8]"
1.66148700122577,0.475491761866053,0.861630015188325,1.33276758267491,1.60626779051793,1.93887792793289,2.71028162319186,1.00061491306674,3235,0,1,"alpha.phi[1]"
0.969577674496366,0.300347450601201,0.412622762685457,0.76231893270422,0.956306310467756,1.1638787756691,1.58524076135247,1.00000285150952,9000,0,0.999777777777778,"alpha.phi[2]"
1.15260055087934,0.339956843323244,0.545771591534999,0.916503373347641,1.13358044891576,1.36487133900068,1.88310589261172,1.00108181952756,1617,0,1,"alpha.phi[3]"
2.3042551060645,0.548009621749155,1.38565139488515,1.91753293130785,2.26222871128892,2.63104472513028,3.50876691847018,1.0005402706144,6092,0,1,"alpha.phi[4]"
1.97543005735369,0.518768173502475,1.15325671055813,1.61671102596869,1.91744845709893,2.26455694740484,3.15810066290448,1.00218038038445,1067,0,1,"alpha.phi[5]"
3.0833966570771,0.66025553855427,1.98648118932114,2.62499900902756,3.00976697670225,3.46772804256792,4.61079031137142,0.99998041460724,9000,0,1,"alpha.phi[6]"
3.00641335616984,0.634123472457838,1.94017301275848,2.55940216251562,2.93576164823774,3.40038467818427,4.42864438320331,1.00011364880935,9000,0,1,"alpha.phi[7]"
2.56584040778613,0.601412460009393,1.5975997605075,2.15101100575062,2.50220108731945,2.89075989838165,3.97937318127469,0.999907787338366,9000,0,1,"alpha.phi[8]"
0.219175543355958,0.109864176962131,0.0434033696114274,0.135355966651002,0.207703788508717,0.290184413707519,0.459686826208127,1.00020696361024,7476,0,1,"gamma.avg[1]"
0.24976957236773,0.0866550968919177,0.0903654713447617,0.187802032145157,0.245407167210124,0.307259762841655,0.432269165584723,1.00073969021767,2660,0,1,"gamma.avg[2]"
0.295440890209779,0.0708377320761772,0.162305470418227,0.245910076802238,0.29258637148473,0.34300327420369,0.440994960874364,1.00061282734201,7226,0,1,"gamma.avg[3]"
0.464612752852256,0.0759556013229844,0.319932746025342,0.412400929359448,0.464269552380481,0.516619272910065,0.615759870241704,0.999958216089383,9000,0,1,"gamma.avg[4]"
0.169010885710636,0.0707917307756353,0.048408174557857,0.117627385636082,0.162819149358723,0.213282815583938,0.322410660468999,1.00034448096733,6619,0,1,"gamma.avg[5]"
0.265480844328054,0.0824190743937262,0.116567601521393,0.207131874472809,0.26221331987265,0.319291362980905,0.437310429873116,1.00011616892619,9000,0,1,"gamma.avg[6]"
0.227037144421297,0.0809558953930717,0.0840927957575767,0.168595517796983,0.221607662693249,0.279849936611364,0.398489595464885,1.00025622081489,4924,0,1,"gamma.avg[7]"
0.338986886991652,0.0946817798218108,0.165248290056233,0.271985373106991,0.33570043195933,0.401199656658876,0.535133980209055,1.00029234232805,6587,0,1,"gamma.avg[8]"
0.830768666091107,0.0606195867937383,0.703001097083645,0.791298056913768,0.832892573221188,0.874228820313447,0.937630617746439,1.00042946297707,3419,0,1,"phi.avg[1]"
0.721072520549597,0.0587404558228513,0.601716601084907,0.681856987310147,0.722381657794834,0.762036794023228,0.829945457530159,1.00006029508229,9000,0,1,"phi.avg[2]"
0.754654438932959,0.0602687336917823,0.633154012642482,0.714329108519226,0.756499052553616,0.796550277321129,0.867967468415093,1.00114630817847,1576,0,1,"phi.avg[3]"
0.899720889192655,0.0449060397398235,0.799897104389757,0.871863069858951,0.905700151640283,0.932833036851238,0.97093618774403,1.00038032538516,5233,0,1,"phi.avg[4]"
0.868228618955035,0.0520624044246439,0.760105265488575,0.834341036918577,0.871853633239479,0.905898812442278,0.959226726056898,1.00187727186113,1091,0,1,"phi.avg[5]"
0.948382452980771,0.0287518088369842,0.879370365255068,0.932453246087579,0.953013420392067,0.969755453474809,0.990153952229403,0.999966418553315,9000,0,1,"phi.avg[6]"
0.945133149270463,0.0295608802640786,0.874371149353362,0.928202626470204,0.949586213624664,0.967716555164449,0.98821000973537,0.999897771257031,9000,0,1,"phi.avg[7]"
0.919260818423061,0.0388752965651966,0.83168265115177,0.895763213445181,0.92429598039659,0.947387770522106,0.981645819075784,0.999888762457924,9000,0,1,"phi.avg[8]"
0.169231333908893,0.0606195867937383,0.062369382253561,0.125771179686554,0.167107426778812,0.208701943086232,0.296998902916355,1.00042946297707,3419,0,1,"ext.avg[1]"
0.278927479450403,0.0587404558228513,0.170054542469841,0.237963205976772,0.277618342205166,0.318143012689853,0.398283398915093,1.00006029508229,9000,0,1,"ext.avg[2]"
0.245345561067041,0.0602687336917823,0.132032531584907,0.203449722678871,0.243500947446384,0.285670891480774,0.366845987357518,1.00114630817847,1576,0,1,"ext.avg[3]"
0.100279110807345,0.0449060397398235,0.0290638122559695,0.0671669631487624,0.0942998483597174,0.128136930141049,0.200102895610243,1.00038032538516,5233,0,1,"ext.avg[4]"
0.131771381044965,0.0520624044246439,0.0407732739431023,0.0941011875577216,0.128146366760521,0.165658963081423,0.239894734511425,1.00187727186113,1091,0,1,"ext.avg[5]"
0.0516175470192292,0.0287518088369842,0.00984604777059678,0.0302445465251913,0.0469865796079332,0.067546753912421,0.120629634744932,0.999966418553315,9000,0,1,"ext.avg[6]"
0.0548668507295373,0.0295608802640786,0.0117899902646296,0.0322834448355506,0.0504137863753361,0.0717973735297962,0.125628850646638,0.999897771257031,9000,0,1,"ext.avg[7]"
0.0807391815769394,0.0388752965651966,0.0183541809242159,0.0526122294778942,0.0757040196034105,0.104236786554819,0.168317348848231,0.999888762457924,9000,0,1,"ext.avg[8]"
