scenario,iteration,site_years,pct_of_full,detections,sites_yr_min,sites_yr_max,lambda_mean,lambda_lcl,lambda_ucl,ci_width,beta_psi_water,beta_psi_road,beta_col_road,beta_col_harvest,beta_per_road,beta_per_harvest,mean_gamma,mean_phi,mean_p,max_rhat,psi_2017,psi_2018,psi_2019,psi_2020,psi_2021,psi_2022,psi_2023,psi_2024
Full,1,1384,100,1778,173,173,1.0499988179127473,0.923076923076923,1.2035398230088497,0.28046289993192663,-0.32973534756666717,8.415118683497717e-4,-0.06135733233010815,0.7242268530629334,-0.19523714900259415,0.6256711414700923,0.37642298756725,0.8849894148197537,0.6841169688564053,1.0040549703772779,0.7507443802183686,0.7615510597302505,0.761495183044316,0.711373795761079,0.759946692357097,0.6485863840719331,0.7844605009633911,0.7852023121387284
2-Year,1,1044,75.4,1344,129,132,1.0029799230566863,0.865771812080537,1.1607142857142856,0.2949424736337486,-0.2662467011263753,-0.8315886409227593,-0.4371255930672837,1.0460715161300636,0.3507839956172266,0.5731373039672759,0.4219963396868218,0.8677876324115036,0.6822024723298241,1.0161089832955699,0.7479479768786127,0.7307116249197174,0.7762748876043674,0.7102196531791908,0.7613070006422608,0.624432241490045,0.8033359023763648,0.7471946050096339
3-Year,1,933,67.4,1204,114,118,1.0527886070093886,0.9084344720807113,1.211394171145101,0.3029596990643898,-0.6227276114013162,-0.8263058575901252,-0.870828710065296,1.5596208721252194,0.2895558625000727,0.6975636541846972,0.4675135494324975,0.8624505917827608,0.6771670939005929,1.0111803347158983,0.7424322414900449,0.672281952472704,0.7630025690430314,0.7228683365446371,0.7998709055876686,0.6404065510597302,0.794917790622993,0.7789280667951188
4-Year,1,874,63.2,1125,108,111,1.0048568729674519,0.8630136986301369,1.1639344262295084,0.3009207275993715,-0.7639829580335888,-0.9209784279034274,-0.8931009406344487,2.144235031481926,0.6772811990627482,0.8836479338195748,0.5050526914620133,0.8748420839488622,0.6679914263488055,1.0021954598091045,0.7773192035966603,0.690718047527296,0.7543770070648683,0.7415208734746307,0.8212061657032755,0.6835741811175338,0.8226422607578677,0.7781913937058446
5-Year,1,843,60.9,1097,103,107,0.9665280808231861,0.827814569536424,1.1287939882697948,0.30097941873337086,-0.6123851203450363,-0.8708689349374013,-0.9036888495582704,1.8504120156131916,0.606207471964933,0.6654916746012479,0.5124889069276092,0.8674901427382162,0.6832499497677056,1.0148387645425176,0.7939569685292228,0.7879267822736031,0.75330122029544,0.7087385998715479,0.7835684007707129,0.6532157996146435,0.825694283879255,0.7645992292870906
